Price,Levy,Manufacturer,Category,Leather_Interior,Fuel_Type,Engine_Volume,Mileage,Cylinders,Gear_Box_Type,Drive_Wheels,Doors,Wheel,Color,Airbags,Levy_missing,Is_Turbo,Car_Age
12544,779.0,KIA,Sedan,No,Petrol,2.4,172800.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,16,1,0,12
18826,531.0,HYUNDAI,Sedan,Yes,Petrol,1.6,132000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,14
9408,779.0,HONDA,Jeep,No,CNG,2.0,224863.0,4.0,Manual,Front,4-5,Left wheel,Black,0,1,0,27
31047,400.0,TOYOTA,Hatchback,No,Hybrid,1.5,10000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,0,8
37580,891.0,HYUNDAI,Jeep,Yes,Diesel,2.0,90000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
9722,530.0,FORD,Sedan,No,Petrol,1.6,201000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0,1,13
20385,779.0,CHEVROLET,Sedan,No,Petrol,1.4,47543.0,4.0,Tiptronic,Front,4-5,Left wheel,Sky blue,12,1,1,10
627,891.0,HYUNDAI,Hatchback,Yes,Petrol,2.0,47074.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,0,10
29580,642.0,HYUNDAI,Jeep,Yes,Diesel,2.0,148310.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,14
9565,1275.0,HYUNDAI,Jeep,Yes,Petrol,2.4,1446.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,7
15681,584.0,VOLKSWAGEN,Sedan,Yes,Petrol,1.8,64000.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,1,12
25089,891.0,HYUNDAI,Sedan,No,Petrol,2.0,88000.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,0,10
11290,753.0,KIA,Sedan,No,Petrol,2.4,183342.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,4,0,0,14
19000,1820.0,Other,Jeep,Yes,Diesel,2.2,96000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Blue,6,0,0,14
11604,530.0,FORD,Sedan,No,Petrol,1.6,113000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,4,0,0,13
11917,988.0,TOYOTA,Sedan,No,Petrol,1.5,180000.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,0,19
11604,1195.0,FORD,Goods wagon,No,Diesel,2.2,156000.0,4.0,Manual,Front,4-5,Left wheel,White,2,0,1,18
41193,697.0,HONDA,Sedan,Yes,Petrol,1.8,59179.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,11
24239,446.0,HONDA,Hatchback,Yes,Petrol,1.3,62000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,12
16308,1347.0,FORD,Jeep,Yes,Hybrid,2.5,256000.0,4.0,Automatic,4x4,4-5,Left wheel,Sky blue,12,0,0,18
9722,779.0,AUDI,Coupe,Yes,Diesel,2.0,260000.0,4.0,Manual,Front,2-3,Left wheel,Silver,4,1,1,22
8624,779.0,NISSAN,Jeep,No,Diesel,2.7,165000.0,4.0,Manual,4x4,4-5,Right-hand drive,Red,1,1,0,28
12858,779.0,HONDA,Hatchback,No,Petrol,1.5,145000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Blue,4,1,0,18
45044,765.0,SSANGYONG,Jeep,Yes,Diesel,2.0,102118.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,11
10976,779.0,HONDA,Sedan,No,Hybrid,1.3,125000.0,4.0,Automatic,Front,4-5,Left wheel,White,9,1,0,17
706,1249.0,TOYOTA,Jeep,Yes,Petrol,2.5,29333.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,0,9
11917,779.0,AUDI,Sedan,Yes,Petrol,2.7,256000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,4,1,1,21
5645,779.0,TOYOTA,Coupe,Yes,Petrol,1.8,204000.0,4.0,Manual,Front,2-3,Right-hand drive,Silver,6,1,0,26
6611,447.0,HONDA,Hatchback,Yes,Petrol,1.3,114577.0,4.0,Automatic,Front,4-5,Left wheel,Brown,4,0,0,13
18817,779.0,FORD,Minivan,Yes,Diesel,2.2,222000.0,4.0,Manual,Front,>5,Left wheel,White,2,1,1,18
10976,779.0,MERCEDES-BENZ,Minivan,Yes,CNG,2.3,300000.0,4.0,Manual,Front,4-5,Left wheel,Black,8,1,0,28
10036,779.0,TOYOTA,Sedan,No,Petrol,2.0,160000.0,4.0,Tiptronic,Rear,4-5,Right-hand drive,Blue,2,1,0,25
23521,779.0,TOYOTA,Sedan,Yes,Petrol,2.5,127000.0,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,13
43905,1202.0,HYUNDAI,Jeep,No,Petrol,2.4,72000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,0,0,9
38731,1249.0,HYUNDAI,Minivan,Yes,Diesel,2.5,30066.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,9
13000,986.0,TOYOTA,Sedan,No,Hybrid,2.4,195200.0,4.0,Variator,Front,4-5,Left wheel,White,10,0,0,16
4234,640.0,AUDI,Sedan,Yes,Petrol,2.0,157584.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,0,13
1646,431.0,FORD,Sedan,Yes,Hybrid,2.0,120114.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,10
25089,1058.0,TOYOTA,Sedan,Yes,Petrol,3.5,93000.0,6.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,0,14
13799,697.0,HYUNDAI,Sedan,No,Petrol,1.8,91000.0,4.0,Automatic,Front,>5,Left wheel,Silver,12,0,0,11
7840,966.0,Other,Hatchback,No,Petrol,2.0,256000.0,4.0,Variator,Front,4-5,Left wheel,Silver,8,0,0,17
1882,738.0,CHEVROLET,Sedan,Yes,Petrol,1.4,119352.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,9
15624,966.0,HYUNDAI,Coupe,Yes,Petrol,2.0,158642.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,17
6899,779.0,BMW,Jeep,Yes,CNG,4.4,198000.0,8.0,Automatic,4x4,4-5,Left wheel,Silver,6,1,0,26
11290,779.0,Other,Jeep,No,Petrol,4.5,165000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,0,1,1,22
1411,777.0,NISSAN,Sedan,Yes,Petrol,2.5,106442.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,12
15000,2123.0,Other,Hatchback,No,Petrol,1.5,38000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,4,0,0,9
38562,891.0,HYUNDAI,Jeep,Yes,Diesel,2.0,195996.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
627,917.0,BMW,Sedan,Yes,Petrol,3.0,161994.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,0,13
47042,1058.0,LEXUS,Sedan,Yes,Hybrid,3.5,212800.0,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,8,0,0,14
12858,777.0,TOYOTA,Sedan,Yes,Petrol,2.5,219150.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,12
1568,810.0,HYUNDAI,Sedan,Yes,Petrol,1.8,121840.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,10
10976,585.0,TOYOTA,Hatchback,No,Plug-in Hybrid,1.8,144000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,10,0,0,13
25744,765.0,CHEVROLET,Sedan,Yes,Diesel,2.0,111365.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,11
16621,475.0,CHEVROLET,Sedan,No,Plug-in Hybrid,1.4,95000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,14
30420,394.0,TOYOTA,Sedan,Yes,Hybrid,2.5,103677.0,6.0,Tiptronic,Front,4-5,Left wheel,Blue,8,0,0,12
12544,584.0,HYUNDAI,Sedan,No,Petrol,1.8,120000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,0,0,0,12
10964,836.0,HYUNDAI,Jeep,Yes,Diesel,2.0,51604.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,16
1646,707.0,AUDI,Sedan,Yes,Petrol,2.0,124958.0,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,0,15
21639,779.0,HYUNDAI,Hatchback,No,Petrol,1.8,133280.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,1,0,13
5987,494.0,NISSAN,Hatchback,Yes,Petrol,1.2,93100.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,11
13172,891.0,HYUNDAI,Sedan,Yes,LPG,2.0,577053.0,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,0,10
4391,980.0,NISSAN,Sedan,Yes,Petrol,1.8,16574.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,8
14500,765.0,KIA,Sedan,Yes,Petrol,2.0,0.0,4.0,Tiptronic,Front,4-5,Left wheel,White,0,0,0,11
3293,781.0,TOYOTA,Sedan,Yes,Hybrid,2.5,361035.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,14
41259,382.0,HONDA,Universal,Yes,Hybrid,1.5,22099.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,9
1490,1018.0,FORD,Jeep,Yes,Petrol,3.0,158349.0,6.0,Automatic,Front,4-5,Left wheel,White,12,0,0,15
1254,831.0,HYUNDAI,Sedan,Yes,Petrol,1.6,106979.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,9
14113,934.0,TOYOTA,Sedan,No,Petrol,2.5,0.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,0,11
12231,2628.0,Other,Jeep,Yes,Petrol,3.2,156121.0,8.0,Tiptronic,4x4,4-5,Left wheel,Grey,10,0,0,22
34497,779.0,TOYOTA,Jeep,No,Petrol,2.5,127000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,10,0,0,13
3450,779.0,VOLKSWAGEN,Sedan,No,Petrol,2.0,150000.0,4.0,Manual,Front,4-5,Left wheel,Black,4,1,0,26
10976,779.0,MERCEDES-BENZ,Sedan,Yes,LPG,4.3,245000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Silver,0,1,0,24
10976,779.0,Other,Sedan,No,Petrol,2.0,150023.0,4.0,Manual,Front,4-5,Left wheel,Grey,0,1,0,21
42000,1474.0,FORD,Pickup,No,Petrol,5.0,150000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Black,8,0,0,14
42692,730.0,SSANGYONG,Jeep,Yes,Diesel,1.6,54216.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,10
4234,640.0,VOLKSWAGEN,Hatchback,Yes,Petrol,2.0,162142.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,13
13000,3208.0,AUDI,Sedan,Yes,Petrol,5.2,108000.0,6.0,Tiptronic,4x4,4-5,Left wheel,White,6,0,0,19
14740,779.0,MERCEDES-BENZ,Hatchback,No,Petrol,1.7,120000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,1,0,18
16621,779.0,BMW,Sedan,Yes,Diesel,3.0,270000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,10,1,1,23
9722,746.0,TOYOTA,Hatchback,No,Hybrid,1.5,185000.0,4.0,Variator,Front,4-5,Left wheel,White,12,0,0,17
8781,1090.0,CHEVROLET,Jeep,Yes,Diesel,2.0,57248.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,18
13485,642.0,FORD,Hatchback,Yes,Petrol,2.0,121000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,0,14
11964,761.0,CHEVROLET,Sedan,Yes,Petrol,1.8,114588.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,16
100,779.0,KIA,Sedan,Yes,Petrol,2.4,87000.0,8.0,Tiptronic,Front,4-5,Left wheel,White,8,1,0,10
16621,1317.0,BMW,Sedan,Yes,Petrol,2.8,164000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,12,0,0,17
31361,779.0,Other,Coupe,Yes,Petrol,3.6,85000.0,6.0,Tiptronic,Rear,2-3,Left wheel,Silver,10,1,0,13
14799,503.0,TOYOTA,Hatchback,Yes,Petrol,1.5,69570.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,14
1098,639.0,AUDI,Sedan,Yes,Petrol,2.0,101179.0,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,12
21953,781.0,TOYOTA,Sedan,No,Petrol,2.5,111763.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,0,14
7200,779.0,HONDA,Coupe,Yes,Petrol,1.6,2530.0,4.0,Manual,Front,2-3,Left wheel,White,2,1,0,26
18817,779.0,MERCEDES-BENZ,Coupe,Yes,Petrol,3.5,162000.0,6.0,Automatic,Rear,2-3,Left wheel,Silver,8,1,0,19
18500,1091.0,TOYOTA,Sedan,Yes,Petrol,2.5,142000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,0,0,0,10
9100,779.0,Other,Jeep,Yes,Petrol,2.5,363200.0,6.0,Automatic,4x4,4-5,Left wheel,Green,6,1,1,23
3293,891.0,HYUNDAI,Sedan,Yes,Petrol,2.0,0.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,0,10
15681,891.0,HYUNDAI,Sedan,Yes,LPG,2.0,246040.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,10
12544,502.0,TOYOTA,Hatchback,Yes,Hybrid,1.5,142000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,8,0,0,13
15681,1391.0,MERCEDES-BENZ,Sedan,Yes,Petrol,4.7,152000.0,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,1,14
21739,707.0,SSANGYONG,Jeep,Yes,Diesel,2.0,183590.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
784,1018.0,BMW,Jeep,Yes,Petrol,3.0,277421.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,15
27598,779.0,TOYOTA,Sedan,Yes,Petrol,2.5,64000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,1,0,14
18245,642.0,MITSUBISHI,Jeep,Yes,Petrol,2.0,97000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Blue,8,0,0,14
18817,779.0,TOYOTA,Sedan,No,Hybrid,1.8,104000.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,1,0,13
16621,779.0,TOYOTA,Hatchback,No,Hybrid,1.5,172000.0,4.0,Automatic,Front,4-5,Left wheel,Orange,10,1,0,14
11200,911.0,KIA,Minivan,Yes,Diesel,2.2,125000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,16
19444,765.0,SUBARU,Sedan,Yes,Petrol,2.0,250005.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,0,11
10976,645.0,TOYOTA,Sedan,No,Hybrid,1.8,218560.0,4.0,Variator,Front,4-5,Left wheel,Red,6,0,0,15
8311,779.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.0,0.0,8.0,Automatic,Front,4-5,Left wheel,Silver,8,1,1,20
14740,779.0,Other,Hatchback,Yes,Petrol,2.0,110000.0,4.0,Automatic,4x4,4-5,Left wheel,Black,6,1,0,15
10976,586.0,HYUNDAI,Sedan,No,Petrol,1.8,213600.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,6,0,0,14
16308,779.0,TOYOTA,Hatchback,No,Hybrid,1.5,123456.0,4.0,Automatic,Front,4-5,Right-hand drive,White,8,1,0,12
23521,474.0,CHEVROLET,Hatchback,Yes,Hybrid,1.4,126400.0,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,0,13
6586,1363.0,MERCEDES-BENZ,Sedan,Yes,Petrol,4.6,156043.0,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,14
23521,528.0,NISSAN,Jeep,No,Petrol,1.6,113600.0,4.0,Tiptronic,4x4,4-5,Left wheel,White,7,0,1,12
15053,562.0,Other,Coupe,Yes,Petrol,1.4,70000.0,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,0,11
7056,1090.0,CHEVROLET,Jeep,Yes,Diesel,2.0,68348.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,18
19130,764.0,KIA,Sedan,Yes,Petrol,2.0,55073.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,11
8467,779.0,Other,Hatchback,No,Petrol,1.2,1200.0,4.0,Manual,Front,4-5,Left wheel,Grey,4,1,0,18
10923,583.0,HYUNDAI,Hatchback,Yes,Diesel,1.6,32800.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
21062,640.0,SSANGYONG,Jeep,Yes,Diesel,2.0,116918.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,13
19547,640.0,HYUNDAI,Jeep,Yes,Diesel,2.0,199848.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,13
17092,779.0,HONDA,Hatchback,Yes,Hybrid,1.5,119000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,8,1,0,12
15681,753.0,HYUNDAI,Sedan,Yes,Petrol,2.4,147200.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,0,14
9408,779.0,MERCEDES-BENZ,Universal,No,CNG,1.8,196090.0,4.0,Variator,Rear,4-5,Left wheel,Black,2,1,0,29
12544,779.0,MERCEDES-BENZ,Hatchback,Yes,Petrol,1.7,221700.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12,1,0,19
20071,502.0,TOYOTA,Sedan,No,Hybrid,1.5,77000.0,4.0,Variator,Front,4-5,Left wheel,Black,10,0,0,13
13485,779.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.5,110000.0,4.0,Tiptronic,Front,4-5,Left wheel,Golden,6,0,0,13
18189,777.0,NISSAN,Jeep,No,Petrol,2.5,136000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,6,0,0,12
13172,779.0,HONDA,Hatchback,No,Hybrid,1.3,165000.0,4.0,Variator,Front,4-5,Right-hand drive,Blue,4,1,0,15
17876,779.0,HYUNDAI,Sedan,No,Petrol,1.8,62000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,10,1,0,15
19757,779.0,VOLKSWAGEN,Jeep,Yes,Diesel,5.0,170000.0,10.0,Automatic,Rear,4-5,Left wheel,Grey,6,1,1,23
40688,1091.0,HYUNDAI,Universal,Yes,Diesel,2.5,97640.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,10
26971,382.0,FORD,Sedan,Yes,Hybrid,2.0,81000.0,4.0,Variator,Front,4-5,Left wheel,Grey,4,0,0,11
20385,1185.0,VOLKSWAGEN,Microbus,No,Diesel,2.5,240000.0,4.0,Manual,Rear,4-5,Left wheel,White,2,0,0,17
3136,781.0,TOYOTA,Sedan,Yes,Petrol,2.5,277906.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,0,14
39085,833.0,CHEVROLET,Jeep,Yes,Diesel,2.2,95303.0,4.0,Automatic,Front,4-5,Left wheel,Brown,4,0,0,11
9408,779.0,BMW,Sedan,No,Petrol,2.2,111111.0,6.0,Manual,Rear,4-5,Left wheel,Silver,6,1,0,25
9722,1267.0,TOYOTA,Hatchback,No,Hybrid,1.5,146000.0,4.0,Automatic,Front,4-5,Right-hand drive,Blue,4,0,0,13
5500,779.0,OPEL,Goods wagon,No,Diesel,1.9,1000.0,4.0,Manual,Front,4-5,Left wheel,Silver,6,1,0,19
6800,779.0,OPEL,Hatchback,No,Petrol,1.2,234221.0,4.0,Manual,Front,4-5,Left wheel,Silver,4,1,0,23
28225,777.0,TOYOTA,Jeep,Yes,Petrol,2.5,180275.0,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,0,12
14426,779.0,Other,Hatchback,No,Petrol,2.0,173000.0,4.0,Variator,Front,4-5,Left wheel,Grey,6,1,0,15
6586,779.0,HONDA,Hatchback,No,Petrol,1.3,229000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,4,1,0,23
29636,1249.0,HYUNDAI,Minivan,Yes,Diesel,2.5,32578.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,9
3293,1076.0,HYUNDAI,Sedan,Yes,Petrol,2.0,261.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,6
25089,595.0,TOYOTA,Hatchback,Yes,Petrol,1.5,68000.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,11
13900,474.0,VOLKSWAGEN,Sedan,Yes,Hybrid,1.4,125000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,1,13
22894,779.0,TOYOTA,Sedan,Yes,Petrol,2.5,160000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,0,13
47042,779.0,Other,Jeep,Yes,LPG,6.2,288000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Black,12,1,0,18
16308,1079.0,KIA,Sedan,Yes,Petrol,2.0,56288.0,4.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,0,8
14113,779.0,BMW,Jeep,Yes,Petrol,4.4,180000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Black,0,1,0,24
7524,779.0,MITSUBISHI,Jeep,No,Petrol,2.0,130933.0,4.0,Manual,4x4,4-5,Left wheel,Silver,4,1,0,25
30107,308.0,LEXUS,Hatchback,Yes,Hybrid,1.8,114000.0,4.0,Variator,Front,4-5,Left wheel,Brown,10,0,0,12
17923,707.0,CHEVROLET,Sedan,Yes,Petrol,2.0,149790.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
4077,1680.0,OPEL,Hatchback,No,Diesel,2.0,170000.0,4.0,Manual,Front,4-5,Left wheel,Silver,7,0,0,25
45160,345.0,CHEVROLET,Hatchback,Yes,Plug-in Hybrid,1.5,80000.0,4.0,Variator,Front,4-5,Left wheel,Black,8,0,0,10
17700,697.0,VOLKSWAGEN,Sedan,Yes,Petrol,1.8,102780.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,1,11
28532,501.0,HONDA,Hatchback,Yes,Petrol,1.5,77200.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,12
19130,1714.0,MERCEDES-BENZ,Jeep,Yes,Petrol,3.5,75914.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,0,9
11290,779.0,FORD,Microbus,No,Diesel,2.5,111000.0,5.0,Manual,Rear,4-5,Left wheel,Blue,2,1,1,26
13172,1185.0,FORD,Jeep,Yes,Hybrid,2.5,205000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Green,8,0,0,17
20385,779.0,Other,Jeep,No,Petrol,3.7,170000.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,5,1,0,14
20385,753.0,KIA,Sedan,Yes,Hybrid,2.4,97000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,0,14
31361,779.0,BMW,Sedan,Yes,Petrol,3.0,175000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Blue,6,1,1,16
6000,779.0,MITSUBISHI,Sedan,Yes,Petrol,3.8,135000.0,6.0,Tiptronic,Front,4-5,Left wheel,Silver,12,1,0,22
16894,642.0,CHEVROLET,Jeep,Yes,Diesel,2.0,155329.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,14
39458,640.0,SSANGYONG,Jeep,Yes,Diesel,2.0,84000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,13
7119,1282.0,KIA,Jeep,Yes,Diesel,2.0,74666.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,19
8147,1236.0,HONDA,Hatchback,No,Hybrid,1.3,133000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Silver,4,0,0,15
392,585.0,HONDA,Sedan,Yes,Petrol,1.8,162520.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,13
9408,1268.0,TOYOTA,Hatchback,No,Petrol,1.5,111000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,6,0,0,14
16599,707.0,HYUNDAI,Sedan,Yes,Petrol,2.0,179352.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
1725,1514.0,MERCEDES-BENZ,Jeep,Yes,Petrol,4.6,217485.0,8.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,0,15
13799,779.0,NISSAN,Jeep,Yes,CNG,3.3,200000.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,2,1,0,22
25889,639.0,HYUNDAI,Coupe,Yes,Petrol,2.0,50478.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,12
20385,738.0,CHEVROLET,Sedan,No,Petrol,1.4,64000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,0,9
17663,503.0,TOYOTA,Hatchback,Yes,Hybrid,1.5,58405.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,14
23828,642.0,CHEVROLET,Jeep,Yes,Diesel,2.0,110776.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,14
32045,640.0,SSANGYONG,Jeep,Yes,Diesel,2.0,166016.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,13
470,1273.0,MERCEDES-BENZ,Jeep,Yes,Petrol,3.5,61648.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,0,11
15681,779.0,MERCEDES-BENZ,Jeep,Yes,Petrol,5.0,200000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,0,24
16151,779.0,HYUNDAI,Coupe,No,Petrol,1.8,95000.0,4.0,Tiptronic,Front,2-3,Left wheel,Black,6,1,0,14
12544,779.0,TOYOTA,Jeep,Yes,Petrol,2.0,169000.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0,1,0,25
14113,638.0,KIA,Sedan,Yes,Petrol,2.0,71104.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,12
43576,730.0,SSANGYONG,Jeep,Yes,Diesel,1.6,53873.0,4.0,Automatic,Front,4-5,Left wheel,Red,4,0,0,10
17249,353.0,TOYOTA,Hatchback,No,Hybrid,1.8,166400.0,4.0,Variator,Front,4-5,Left wheel,Blue,12,0,0,11
10976,779.0,SUBARU,Sedan,No,LPG,2.0,210000.0,4.0,Tiptronic,4x4,4-5,Right-hand drive,Beige,2,1,0,19
8154,779.0,HONDA,Hatchback,No,Petrol,1.3,117000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,1,0,21
23521,779.0,MERCEDES-BENZ,Goods wagon,No,Diesel,2.2,193102.0,4.0,Manual,Rear,4-5,Left wheel,White,2,1,1,20
12187,531.0,CHEVROLET,Hatchback,Yes,Petrol,1.6,65642.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,14
14740,586.0,FORD,Goods wagon,No,Diesel,1.8,147000.0,4.0,Manual,Front,2-3,Left wheel,Blue,4,0,1,14
25456,639.0,CHEVROLET,Jeep,Yes,Diesel,2.0,160087.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,12
21953,1079.0,SUBARU,Universal,Yes,Petrol,2.0,30400.0,4.0,Variator,4x4,4-5,Left wheel,Orange,10,0,0,8
22621,707.0,SSANGYONG,Jeep,Yes,Diesel,2.0,120005.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
7213,779.0,OPEL,Goods wagon,No,Diesel,1.7,242701.0,16.0,Manual,Front,2-3,Left wheel,Blue,2,1,1,25
32929,779.0,TOYOTA,Sedan,Yes,Hybrid,2.5,40000.0,4.0,Variator,Front,4-5,Left wheel,Silver,12,1,0,11
